Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141276,AAA Batteries (4-pack),1,2.99,01/10/19 14:24,"896 Lincoln St, Dunboyne, MEA A86"
141277,Wired Headphones,1,11.99,01/17/19 12:14,"395 Sunset St, Cork City, COR T12"
141278,AAA Batteries (4-pack),2,2.99,01/04/19 12:00,"680 Grand Canal Way St, Wexford City, WEX Y35"
141279,34in Ultrawide Monitor,1,379.99,01/08/19 12:15,"320 Meadow St, Cork City, COR T12"
141280,Wired Headphones,1,11.99,01/16/19 15:10,"926 Johnson St, Dunboyne, MEA A86"
141281,USB-C Charging Cable,1,11.95,01/27/19 00:40,"208 Madison St, Dublin City, DUB D01"
141282,Lightning Charging Cable,1,14.95,01/05/19 10:38,"136 Earl Street St, Dublin City, DUB D01"
141283,AAA Batteries (4-pack),1,2.99,01/06/19 13:12,"396 River St, Limerick City, LIM V94"
141284,Wired Headphones,1,11.99,01/27/19 11:57,"187 Spruce St, Cork City, COR T12"
141285,Macbook Pro Laptop,1,1700,01/22/19 13:24,"711 Highland Road St, Dublin City, DUB D01"
141286,AAA Batteries (4-pack),2,2.99,01/14/19 20:39,"767 Crown Alley St, Dublin City, DUB D01"
141287,34in Ultrawide Monitor,1,379.99,01/13/19 16:51,"278 Hickey Road St, Dundalk, LOU A91"
141288,34in Ultrawide Monitor,1,379.99,01/22/19 22:41,"126 Madison St, Dublin City, DUB D01"
141289,AAA Batteries (4-pack),4,2.99,01/20/19 20:27,"957 Highland Road St, Wexford City, WEX Y35"
141290,AAA Batteries (4-pack),2,2.99,01/12/19 13:34,"991 Walnut St, Wexford City, WEX Y35"
141291,Sony WH-1000X M3 Headphones,1,300,01/06/19 01:16,"152 Cherry Orchid St, Dublin City, DUB D01"
141292,Wired Headphones,1,11.99,01/28/19 17:27,"593 North Strand St, Dundalk, LOU A91"
141293,Wired Headphones,1,11.99,01/26/19 19:48,"269 Center St, Kilkenny Town, KIL R95"
141294,Apple Airpods Headphones,1,150,01/13/19 10:59,"739 Earl Street St, Limerick City, LIM V94"
141295,USB-C Charging Cable,1,11.95,01/30/19 11:22,"81 Lincoln St, Drogheda, LOU A92"
141296,Wired Headphones,1,11.99,01/24/19 19:00,"130 Earl Street St, Cork City, COR T12"
141297,Google Pixel 3,1,550,01/26/19 19:39,"784 Ridge St, Dundalk, LOU A91"
141298,Lightning Charging Cable,1,14.95,01/31/19 23:57,"181 Fosters Place St, Kilkenny Town, KIL R95"
141299,27in FHD Monitor,1,149.99,01/03/19 11:36,"802 Abbey Street St, Dunboyne, MEA A86"
141300,Wired Headphones,1,11.99,01/05/19 22:30,"911 Dorset Street St, Dublin City, DUB D01"
141301,AAA Batteries (4-pack),3,2.99,01/14/19 17:51,"749 Sunset St, Dunboyne, MEA A86"
141302,Lightning Charging Cable,1,14.95,01/10/19 10:44,"258 Grand Canal Way St, Dunboyne, MEA A86"
141303,iPhone XS,1,770,01/06/19 18:15,"904 Chestnut Grove St, Monaghan Town, MON H18"
141303,Lightning Charging Cable,1,14.95,01/06/19 18:15,"904 Chestnut Grove St, Monaghan Town, MON H18"
141304,AA Batteries (4-pack),1,3.84,01/03/19 22:15,"391 Wilson St, Monaghan Town, MON H18"
141305,AA Batteries (4-pack),1,3.84,01/05/19 10:36,"473 South Street St, Dunboyne, MEA A86"
141306,AA Batteries (4-pack),3,3.84,01/23/19 13:26,"155 Hill St, Dublin City, DUB D01"
141307,Wired Headphones,1,11.99,01/20/19 10:32,"182 Abbey Street St, Dundalk, LOU A91"
141308,Sony WH-1000X M3 Headphones,1,300,01/31/19 10:10,"728 Fownes Street St, Dunboyne, MEA A86"
141309,Macbook Pro Laptop,1,1700,01/07/19 15:07,"900 Pine St, Monaghan Town, MON H18"
141310,Sony WH-1000X M3 Headphones,1,300,01/02/19 14:15,"650 Essex Street St, Dublin City, DUB D01"
141311,Apple Airpods Headphones,1,150,01/01/19 19:54,"192 Bride Street St, Dundalk, LOU A91"
141312,USB-C Charging Cable,1,11.95,01/21/19 16:26,"247 Earl Street St, Dublin City, DUB D01"
141313,AA Batteries (4-pack),1,3.84,01/12/19 07:12,"623 Lincoln St, Cork City, COR T12"
141314,AA Batteries (4-pack),1,3.84,01/29/19 19:16,"601 Hill St, Monaghan Town, MON H18"
141315,Wired Headphones,1,11.99,01/22/19 10:58,"96 Center St, Cork City, COR T12"
141316,Sony WH-1000X M3 Headphones,1,300,01/23/19 14:01,"112 Dean Street St, Dunboyne, MEA A86"
141317,Wired Headphones,1,11.99,01/06/19 13:27,"761 Lakeview St, Kilkenny Town, KIL R95"
141318,Lightning Charging Cable,2,14.95,01/17/19 23:37,"202 Gardiner Street St, Dublin City, DUB D01"
141319,iPhone XS,1,770,01/02/19 15:29,"333 Bride Street St, Dunboyne, MEA A86"
141319,Lightning Charging Cable,1,14.95,01/02/19 15:29,"333 Bride Street St, Dunboyne, MEA A86"
141320,iPhone XS,1,770,01/10/19 23:13,"881 South Street St, Dundalk, LOU A91"
141321,Apple Airpods Headphones,1,150,01/22/19 07:20,"371 Grand Canal Way St, Dunboyne, MEA A86"
141322,27in FHD Monitor,1,149.99,01/10/19 08:44,"738 Highland Road St, Dundalk, LOU A91"
141323,Wired Headphones,1,11.99,01/19/19 15:08,"932 Madison St, Dublin City, DUB D01"
141324,27in 4K Gaming Monitor,1,389.99,01/13/19 23:21,"125 Abbey Street St, Wexford City, WEX Y35"
141325,iPhone XS,1,770,01/17/19 20:02,"36 Hill St, Monaghan Town, MON H18"
141326,AAA Batteries (4-pack),1,2.99,01/26/19 14:57,"43 Meadow St, Dublin City, DUB D01"
141327,USB-C Charging Cable,1,11.95,01/15/19 17:36,"6 South Street St, Dublin City, DUB D01"
141328,27in FHD Monitor,1,149.99,01/07/19 18:39,"395 Hickey Road St, Kilkenny Town, KIL R95"
141329,34in Ultrawide Monitor,1,379.99,01/15/19 22:55,"481 Crown Alley St, Dublin City, DUB D01"
141330,USB-C Charging Cable,1,11.95,01/06/19 20:56,"144 Spruce St, Dunboyne, MEA A86"
141331,Lightning Charging Cable,1,14.95,01/26/19 22:21,"850 Lake St, Monaghan Town, MON H18"
141331,USB-C Charging Cable,1,11.95,01/26/19 22:21,"850 Lake St, Monaghan Town, MON H18"
141332,OLED Flatscreen TV,1,3300,01/06/19 10:10,"746 Andrews Lane St, Wexford City, WEX Y35"
141333,27in 4K Gaming Monitor,1,389.99,01/16/19 11:14,"627 14th St, Dunboyne, MEA A86"
141334,Dell XPS 13 Laptop,1,1200,01/14/19 15:35,"581 West Moreland Street St, Monaghan Town, MON H18"
141335,USB-C Charging Cable,1,11.95,01/07/19 16:42,"349 Crown Alley St, Dublin City, DUB D01"
141336,Apple Airpods Headphones,1,150,01/28/19 06:58,"682 Fosters Place St, Dublin City, DUB D01"
141337,AAA Batteries (4-pack),1,2.99,01/27/19 07:54,"596 Adams Place St, Cork City, COR T12"
141337,Sony WH-1000X M3 Headphones,1,300,01/27/19 07:54,"596 Adams Place St, Cork City, COR T12"
141338,27in FHD Monitor,1,149.99,01/13/19 06:01,"276 13th St, Galway City, GAL H91"
141339,Lightning Charging Cable,1,14.95,01/14/19 13:42,"807 Bride Street St, Dunboyne, MEA A86"
141340,iPhone XS,1,770,01/11/19 16:22,"261 Hill St, Cork City, COR T12"
141341,USB-C Charging Cable,1,11.95,01/16/19 09:12,"606 Highland Road St, Monaghan Town, MON H18"
141342,Apple Airpods Headphones,1,150,01/16/19 19:34,"402 North Strand St, Dublin City, DUB D01"
141343,Samsung Galaxy S10,1,779,01/14/19 20:22,"558 Main St, Dunboyne, MEA A86"
141343,Wired Headphones,1,11.99,01/14/19 20:22,"558 Main St, Dunboyne, MEA A86"
141344,27in 4K Gaming Monitor,1,389.99,01/21/19 17:56,"29 Essex Street St, Monaghan Town, MON H18"
141345,AA Batteries (4-pack),1,3.84,01/12/19 06:48,"489 Cherry Orchid St, Galway City, GAL H91"
141346,27in FHD Monitor,1,149.99,01/15/19 08:41,"577 Fownes Street St, Cork City, COR T12"
141347,Wired Headphones,1,11.99,01/02/19 08:07,"601 Madison St, Kilkenny Town, KIL R95"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141348,AAA Batteries (4-pack),2,2.99,01/31/19 18:30,"689 Bride Street St, Monaghan Town, MON H18"
141349,AA Batteries (4-pack),1,3.84,01/07/19 21:36,"553 Chestnut Grove St, Kilkenny Town, KIL R95"
141350,AA Batteries (4-pack),1,3.84,01/03/19 18:51,"830 13th St, Cork City, COR T12"
141351,34in Ultrawide Monitor,1,379.99,01/24/19 12:56,"100 Highland Road St, Galway City, GAL H91"
141352,AAA Batteries (4-pack),2,2.99,01/30/19 17:18,"533 Center St, Dunboyne, MEA A86"
141353,AA Batteries (4-pack),1,3.84,01/05/19 16:02,"242 Cherry Orchid St, Dublin City, DUB D01"
141354,Sony WH-1000X M3 Headphones,1,300,01/18/19 09:27,"575 Spruce St, Dundalk, LOU A91"
141355,AAA Batteries (4-pack),1,2.99,01/16/19 01:12,"940 Hill St, Dublin City, DUB D01"
141356,Wired Headphones,1,11.99,01/03/19 17:24,"943 Lincoln St, Dublin City, DUB D01"
141357,AA Batteries (4-pack),3,3.84,01/20/19 16:41,"129 Andrews Lane St, Kilkenny Town, KIL R95"
141358,USB-C Charging Cable,1,11.95,01/08/19 12:30,"850 South Street St, Dunboyne, MEA A86"
141359,Lightning Charging Cable,1,14.95,01/07/19 19:55,"642 Earl Street St, Monaghan Town, MON H18"
141360,AA Batteries (4-pack),1,3.84,01/26/19 14:55,"574 Adams Place St, Dundalk, LOU A91"
141361,Wired Headphones,1,11.99,01/02/19 00:33,"799 Essex Street St, Wexford City, WEX Y35"
141362,AAA Batteries (4-pack),1,2.99,01/18/19 19:35,"540 Pine St, Dublin City, DUB D01"
141363,Macbook Pro Laptop,1,1700,01/22/19 22:20,"568 Ridge St, Wexford City, WEX Y35"
141364,USB-C Charging Cable,1,11.95,01/31/19 21:57,"862 Abbey Street St, Dunboyne, MEA A86"
141365,34in Ultrawide Monitor,1,379.99,01/27/19 15:59,"941 Crane Lane St, Dublin City, DUB D01"
141366,AAA Batteries (4-pack),1,2.99,01/25/19 09:10,"361 Willow Road St, Cork City, COR T12"
141367,34in Ultrawide Monitor,1,379.99,01/11/19 06:59,"679 Pine St, Limerick City, LIM V94"
141368,27in 4K Gaming Monitor,1,389.99,01/11/19 10:45,"310 Bride Street St, Dublin City, DUB D01"
141369,Wired Headphones,2,11.99,01/11/19 18:47,"384 River St, Monaghan Town, MON H18"
141370,AA Batteries (4-pack),2,3.84,01/15/19 09:14,"42 Main St, Dublin City, DUB D01"
141371,USB-C Charging Cable,1,11.95,01/22/19 11:51,"451 Highland Road St, Monaghan Town, MON H18"
141372,Apple Airpods Headphones,1,150,01/27/19 13:54,"946 Adams Place St, Galway City, GAL H91"
141373,USB-C Charging Cable,1,11.95,01/14/19 12:32,"319 Fownes Street St, Dublin City, DUB D01"
141374,Dell XPS 13 Laptop,1,1200,01/30/19 23:45,"718 Henry Street St, Dublin City, DUB D01"
141375,AA Batteries (4-pack),1,3.84,01/28/19 20:50,"768 14th St, Cork City, COR T12"
141376,Wired Headphones,1,11.99,01/21/19 10:48,"482 Spruce St, Kilkenny Town, KIL R95"
141377,USB-C Charging Cable,1,11.95,01/14/19 15:28,"232 Chestnut Grove St, Dunboyne, MEA A86"
141378,AAA Batteries (4-pack),1,2.99,01/17/19 13:04,"184 Hickey Road St, Galway City, GAL H91"
141379,Lightning Charging Cable,1,14.95,01/06/19 19:30,"996 Forest St, Wexford City, WEX Y35"
141380,AAA Batteries (4-pack),1,2.99,01/19/19 23:12,"196 Chestnut Grove St, Dunboyne, MEA A86"
141381,AAA Batteries (4-pack),1,2.99,01/02/19 15:12,"474 Meadow St, Wexford City, WEX Y35"
141382,USB-C Charging Cable,2,11.95,01/07/19 11:08,"461 Chestnut Grove St, Dublin City, DUB D01"
141383,Lightning Charging Cable,1,14.95,01/08/19 21:14,"856 Walnut St, Galway City, GAL H91"
141384,AAA Batteries (4-pack),1,2.99,01/11/19 17:12,"688 Sunset St, Dublin City, DUB D01"
141385,34in Ultrawide Monitor,1,379.99,01/16/19 22:25,"793 Spruce St, Cork City, COR T12"
141386,Samsung Galaxy S10,1,779,01/09/19 21:08,"551 Bride Street St, Dublin City, DUB D01"
141387,27in FHD Monitor,1,149.99,01/11/19 20:20,"322 Gardiner Street St, Galway City, GAL H91"
141388,AA Batteries (4-pack),1,3.84,01/22/19 19:13,"129 Hill St, Dublin City, DUB D01"
141389,AA Batteries (4-pack),2,3.84,01/29/19 19:52,"440 Forest St, Dublin City, DUB D01"
141390,Wired Headphones,1,11.99,01/30/19 16:13,"867 Essex Street St, Galway City, GAL H91"
141391,Samsung Galaxy S10,1,779,01/23/19 17:30,"387 Andrews Lane St, Galway City, GAL H91"
141392,Sony WH-1000X M3 Headphones,1,300,01/12/19 19:52,"372 Jackson St, Cork City, COR T12"
141393,Sony WH-1000X M3 Headphones,1,300,01/28/19 12:04,"902 Hill St, Dunboyne, MEA A86"
141394,27in FHD Monitor,1,149.99,01/15/19 10:40,"255 Exchange Street St, Limerick City, LIM V94"
141395,AAA Batteries (4-pack),2,2.99,01/30/19 20:14,"382 Lincoln St, Dublin City, DUB D01"
141396,LG Washing Machine,1,600.0,01/15/19 14:27,"347 Highland Road St, Dunboyne, MEA A86"
141397,Lightning Charging Cable,1,14.95,01/10/19 16:28,"481 Main St, Cork City, COR T12"
141398,OLED Flatscreen TV,1,3300,01/30/19 18:41,"291 Dawson Street St, Dunboyne, MEA A86"
141399,AA Batteries (4-pack),4,3.84,01/12/19 10:57,"209 Spruce St, Cork City, COR T12"
141400,Lightning Charging Cable,1,14.95,01/08/19 17:25,"715 Dorset Street St, Galway City, GAL H91"
141401,iPhone XS,1,770,01/13/19 20:15,"141 Essex Street St, Dunboyne, MEA A86"
141402,USB-C Charging Cable,1,11.95,01/10/19 21:31,"721 Wilson St, Dunboyne, MEA A86"
141403,Samsung Galaxy S10,1,779,01/26/19 23:50,"403 Lakeview St, Dunboyne, MEA A86"
141404,Lightning Charging Cable,1,14.95,01/28/19 01:40,"888 Fosters Place St, Cork City, COR T12"
141405,Wired Headphones,1,11.99,01/27/19 18:54,"252 Spruce St, Monaghan Town, MON H18"
141406,Sony WH-1000X M3 Headphones,1,300,01/17/19 16:11,"381 Willow Road St, Dunboyne, MEA A86"
141407,AA Batteries (4-pack),1,3.84,01/27/19 11:37,"534 Wilson St, Dublin City, DUB D01"
141408,Wired Headphones,1,11.99,01/01/19 14:00,"254 Chestnut Grove St, Cork City, COR T12"
141409,Lightning Charging Cable,1,14.95,01/15/19 07:01,"837 Johnson St, Wexford City, WEX Y35"
141410,AA Batteries (4-pack),1,3.84,01/23/19 16:24,"963 Gardiner Street St, Galway City, GAL H91"
141411,AA Batteries (4-pack),1,3.84,01/28/19 19:49,"603 Exchange Street St, Cork City, COR T12"
141412,27in FHD Monitor,1,149.99,01/24/19 15:00,"598 Adams Place St, Dublin City, DUB D01"
141413,Lightning Charging Cable,1,14.95,01/05/19 22:29,"189 Crane Lane St, Dublin City, DUB D01"
141413,iPhone XS,1,770,01/05/19 22:29,"189 Crane Lane St, Dublin City, DUB D01"
141414,USB-C Charging Cable,1,11.95,01/02/19 21:38,"667 Ridge St, Cork City, COR T12"
141415,OLED Flatscreen TV,1,3300,01/02/19 01:06,"857 Gardiner Street St, Limerick City, LIM V94"
141416,Wired Headphones,1,11.99,01/06/19 11:01,"354 West Moreland Street St, Dublin City, DUB D01"
141417,AAA Batteries (4-pack),1,2.99,01/29/19 13:18,"51 Spruce St, Drogheda, LOU A92"
141418,Wired Headphones,1,11.99,01/07/19 11:39,"28 Willow Road St, Cork City, COR T12"
141418,AAA Batteries (4-pack),3,2.99,01/07/19 11:39,"28 Willow Road St, Cork City, COR T12"
141419,Apple Airpods Headphones,1,150,01/22/19 16:58,"440 South Street St, Dunboyne, MEA A86"
141420,iPhone XS,1,770,01/25/19 17:55,"753 Spruce St, Dublin City, DUB D01"
141421,Samsung Galaxy S10,1,779,01/26/19 17:06,"380 Willow Road St, Galway City, GAL H91"
141422,AAA Batteries (4-pack),1,2.99,01/16/19 22:26,"572 Hill St, Dublin City, DUB D01"
141423,Lightning Charging Cable,1,14.95,01/18/19 11:19,"440 Jackson St, Galway City, GAL H91"
141424,AA Batteries (4-pack),3,3.84,01/11/19 10:35,"335 Lakeview St, Monaghan Town, MON H18"
141425,AA Batteries (4-pack),2,3.84,01/02/19 10:57,"84 Spruce St, Dublin City, DUB D01"
141426,AA Batteries (4-pack),1,3.84,01/21/19 15:00,"147 Hill St, Dundalk, LOU A91"
141427,AAA Batteries (4-pack),2,2.99,01/12/19 15:54,"889 Pine St, Dunboyne, MEA A86"
141428,OLED Flatscreen TV,1,3300,01/30/19 18:26,"458 Fownes Street St, Limerick City, LIM V94"
141429,Wired Headphones,1,11.99,01/05/19 23:34,"116 Center St, Dundalk, LOU A91"
141430,Sony WH-1000X M3 Headphones,1,300,01/26/19 09:15,"155 Wilson St, Dunboyne, MEA A86"
141431,AA Batteries (4-pack),3,3.84,01/15/19 19:21,"282 Fosters Place St, Dunboyne, MEA A86"
141432,AA Batteries (4-pack),1,3.84,01/03/19 23:29,"190 Madison St, Kilkenny Town, KIL R95"
141433,Apple Airpods Headphones,1,150,01/25/19 19:12,"235 Crane Lane St, Dundalk, LOU A91"
141434,AA Batteries (4-pack),1,3.84,01/29/19 08:55,"456 Walnut St, Cork City, COR T12"
141435,Apple Airpods Headphones,1,150,01/20/19 16:41,"426 Main St, Galway City, GAL H91"
141436,Apple Airpods Headphones,1,150,01/15/19 05:56,"424 Abbey Street St, Dublin City, DUB D01"
141437,AA Batteries (4-pack),1,3.84,01/13/19 13:03,"760 Abbey Street St, Cork City, COR T12"
141438,USB-C Charging Cable,1,11.95,01/23/19 08:24,"120 Johnson St, Dublin City, DUB D01"
141439,Apple Airpods Headphones,1,150,01/26/19 20:18,"935 Bride Street St, Cork City, COR T12"
141440,Dell XPS 13 Laptop,1,1200,01/22/19 16:18,"186 13th St, Galway City, GAL H91"
141441,Samsung Galaxy S10,1,779,01/29/19 19:18,"258 Henry Street St, Limerick City, LIM V94"
141441,Wired Headphones,2,11.99,01/29/19 19:18,"258 Henry Street St, Limerick City, LIM V94"
141442,USB-C Charging Cable,1,11.95,01/21/19 09:21,"560 Jackson St, Dunboyne, MEA A86"
141443,Lightning Charging Cable,1,14.95,01/10/19 01:02,"388 Essex Street St, Dunboyne, MEA A86"
141444,Apple Airpods Headphones,1,150,01/24/19 12:04,"856 Dean Street St, Kilkenny Town, KIL R95"
141445,AAA Batteries (4-pack),3,2.99,01/18/19 22:57,"52 Sunset St, Dundalk, LOU A91"
141446,Samsung Galaxy S10,1,779,01/06/19 09:49,"43 Chestnut Grove St, Dunboyne, MEA A86"
141447,Apple Airpods Headphones,1,150,01/12/19 14:15,"136 Andrews Lane St, Dunboyne, MEA A86"
141448,LG Dryer,1,600.0,01/14/19 00:03,"538 Spruce St, Wexford City, WEX Y35"
141448,AAA Batteries (4-pack),1,2.99,01/14/19 00:03,"538 Spruce St, Wexford City, WEX Y35"
141449,AAA Batteries (4-pack),1,2.99,01/10/19 17:02,"253 Wilson St, Limerick City, LIM V94"
141449,Wired Headphones,1,11.99,01/10/19 17:02,"253 Wilson St, Limerick City, LIM V94"
141450,AA Batteries (4-pack),1,3.84,01/31/19 12:08,"836 Grand Canal Way St, Dundalk, LOU A91"
141451,AA Batteries (4-pack),1,3.84,01/11/19 10:12,"989 Henry Street St, Dundalk, LOU A91"
141452,Sony WH-1000X M3 Headphones,1,300,01/11/19 21:10,"736 Fosters Place St, Galway City, GAL H91"
141453,AAA Batteries (4-pack),1,2.99,01/31/19 21:10,"392 Earl Street St, Dublin City, DUB D01"
141454,Lightning Charging Cable,1,14.95,01/21/19 11:26,"827 Crown Alley St, Monaghan Town, MON H18"
141455,Samsung Galaxy S10,1,779,01/06/19 01:57,"280 Lincoln St, Galway City, GAL H91"
141456,AAA Batteries (4-pack),1,2.99,01/02/19 14:18,"796 Adams Place St, Dublin City, DUB D01"
141457,USB-C Charging Cable,1,11.95,01/29/19 18:27,"161 Lincoln St, Galway City, GAL H91"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141458,Lightning Charging Cable,1,14.95,01/11/19 10:05,"45 Cherry Orchid St, Dunboyne, MEA A86"
141459,Lightning Charging Cable,1,14.95,01/16/19 12:00,"477 Earl Street St, Wexford City, WEX Y35"
141460,AA Batteries (4-pack),1,3.84,01/26/19 17:15,"49 Dean Street St, Dublin City, DUB D01"
141461,OLED Flatscreen TV,1,3300,01/28/19 12:13,"968 Henry Street St, Limerick City, LIM V94"
141462,USB-C Charging Cable,2,11.95,01/11/19 20:35,"839 Fosters Place St, Dunboyne, MEA A86"
141463,AA Batteries (4-pack),1,3.84,01/04/19 08:44,"92 Lincoln St, Dundalk, LOU A91"
141464,Wired Headphones,1,11.99,01/16/19 22:56,"149 Bride Street St, Dublin City, DUB D01"
141464,AA Batteries (4-pack),2,3.84,01/16/19 22:56,"149 Bride Street St, Dublin City, DUB D01"
141465,Apple Airpods Headphones,1,150,01/25/19 11:03,"367 Dorset Street St, Dublin City, DUB D01"
141466,Apple Airpods Headphones,1,150,01/16/19 21:26,"136 West Moreland Street St, Dunboyne, MEA A86"
141467,LG Washing Machine,1,600.0,01/31/19 17:55,"598 West Moreland Street St, Kilkenny Town, KIL R95"
141468,27in FHD Monitor,1,149.99,01/25/19 21:41,"422 Exchange Street St, Dundalk, LOU A91"
141469,Apple Airpods Headphones,1,150,01/09/19 10:57,"203 Lakeview St, Dublin City, DUB D01"
141470,USB-C Charging Cable,1,11.95,01/25/19 10:42,"396 Walnut St, Galway City, GAL H91"
141471,AAA Batteries (4-pack),1,2.99,01/10/19 22:18,"761 Pine St, Monaghan Town, MON H18"
141472,Apple Airpods Headphones,1,150,01/26/19 12:05,"30 Madison St, Galway City, GAL H91"
141473,Lightning Charging Cable,1,14.95,01/10/19 21:17,"544 Lakeview St, Galway City, GAL H91"
141474,AA Batteries (4-pack),1,3.84,01/27/19 21:34,"153 Dean Street St, Kilkenny Town, KIL R95"
141475,Lightning Charging Cable,1,14.95,01/17/19 00:46,"783 Jefferson Street St, Dunboyne, MEA A86"
141476,27in FHD Monitor,1,149.99,01/08/19 10:50,"187 Hickey Road St, Limerick City, LIM V94"
141477,Wired Headphones,1,11.99,01/02/19 20:02,"32 Sunset St, Dunboyne, MEA A86"
141478,Wired Headphones,1,11.99,01/28/19 17:57,"47 Essex Street St, Dunboyne, MEA A86"
141479,AAA Batteries (4-pack),1,2.99,01/11/19 14:31,"30 Dean Street St, Monaghan Town, MON H18"
141480,Wired Headphones,1,11.99,01/08/19 12:22,"580 Crane Lane St, Dundalk, LOU A91"
141481,iPhone XS,1,770,01/19/19 13:40,"328 Hill St, Dunboyne, MEA A86"
141481,Lightning Charging Cable,1,14.95,01/19/19 13:40,"328 Hill St, Dunboyne, MEA A86"
141481,Wired Headphones,1,11.99,01/19/19 13:40,"328 Hill St, Dunboyne, MEA A86"
141482,Wired Headphones,1,11.99,01/01/19 08:15,"633 Main St, Wexford City, WEX Y35"
